text,label
play with kids get paid for itâ love travel jobs in asia1500 usd monthly 200 cost of livinghousing provided privatefurnishedairfare reimbursedexcellent for student loanscredit cardsgabriel adkins  url_ed9094c60184b8a4975333957f05be37e69d3cdb68decc9dd9a4242733cfd7f7url_75db76d58f7994c7db24e8998c2fc953ab9a20ea9ac948b217693963f78d2e6b12 month contract  apply todayâ,0
balanced labs is a brand new wellfunded company with teams in san francisco and sydneyâ we are creating new tools for modern accountants and the customers they serve designing software for web mobile tablet desktop maybe even your refrigerator if you can make a good argument for it we have lots of ideasâsome of them rather ambitiousâand thats where you come inwere looking for a solid digital product designer to workâ directly with the vp of design in sydney bashing around ideas to come up with the best damn things we can from sketching prototyping concepts testing with real people and iterating refined visual designs you will cover all aspects of designing a new product and working with the team to bring it to marketthis is a rare opportunity to start on a product from the very beginning so youll be able to significantly influence the direction visual style and outcome,0
administrative assistantessential job responsibilitiesanswering and routing telephone calls to appropriate peoplescheduling appointmentsmaintain paper and electronic filing systems for records and messageslimited courier responsibilitiesperform any additional duties as assigned or requestedrequired qualificationsat least two years of experience and knowledge to perform essential job functions assignedable to work in a fastpace environment and be able to multitaskexcellent communication skills and computer knowledge quickbooks a pluswell organized highly dependable and efficientmust have problem solving skills and be detailed orientedmaintain respect at all times for confidential informationstarting pay 25hrbenefits401k plan with company matchingmedical dental vision coveragevacation paydisability insurancelongterm care insurancegrowth opportunities,1
responsible for all food production including that used for restaurants banquetfunctions and other outlets develop menus food purchase specifications andrecipes supervise staff develop and monitorfood and labor budget for the department maintain highest professional food qualityand sanitation standardsduties amp responsibilities plans menus for all food outlets in the hotel  schedules and coordinates the work of chefs cooks and other kitchen employeesto assure that food preparationis economical and technically correct and within budgetedlabor cost goals  approves the requisition of products and other necessary food supplies  ensures that high standards of sanitation cleanliness and safety aremaintained throughout all kitchen areas at all times  establishes controls to minimize food and supply waste and theft  safeguards all food preparation employees by implementing training to increase their knowledge about safety sanitation and accident preventionprinciples  develops standard recipes and techniques for food preparation and presentationwhich help to assure consistently high quality and to minimize food costsexercises portion control for all items served and assists in establishing menuselling prices  prepares necessary data for applicable parts of the budget projects annualfood labor and other costs and monitors actual financial results takescorrective action as necessary to help assure that financial goals are met  attends food and beverage staff and management meetings  consults with the food amp beverage director about food production aspects ofspecial events being planned  cooks or directly supervises the cooking of items that require skillfulpreparation  ensures proper staffing for maximum productivity and high standards ofquality controls food and payroll costs to achieve maximum profitability  evaluates food products to assure that quality standards are consistentlyattained  interacts with food and beverage ma nagement to assure that food productionconsistently exceeds the expectations of members and guests  in conjunction with fampb management team assist in maintaining a high level ofservice principles in accordance with established standards,1
the applications developer digital will develop or participate in the development support or migration of the web and intranet applications along with other business applications that may be cloud or locally hostedâ our goal to make sure our applications are state of the art available and contentrich we also thrive to make sure all our users are satisfied and that all support requests are answeredto in timely mannerkey responsibilitiesphp and url_c5591c960537d84ff7889f414633cdbc8e7d36f3fe042a096d374e4e058388d5 c and vb development per project needsdesign create and program mysql and sql server databases per project needstriage and resolve tickets for supported systems and applicationsprovide troubleshooting expertise for proprietary applications in production and support environmentsdocument new and update solutions and process documentationfollow established procedures for managing risk when updating production systemscreate and update process automationmigrate applications between different environmentsdeploy new applicationsmanage content and support applications userstest applications and document issuesdevelop solutions to existing issues and track a knowledge basesupport office 365 environment and applicationsassist in gathering requirements and project specificationsattend meetings as neededtake ownership of daily applications support needs and communicationscommunicate project status and deliverables with managers and other involved personnelmanage project tasks timelines and communicationperform routine site maintenance as neededother tasks as needed for successful project completion or as assigned by managementmust be willing to travel to novitex sites 10,0
software design engineerqualified candidates are encouraged to apply directly to this job postingâ direct email and phone calls are not being consideredâ thank you for your cooperationâ please no recruitersjob descriptiontv2 consultings is a system integrator for the worlds 1 tv and ip video platform  mediaroom tv2 develops software products that empower mediaroom operators to deliver the best customer experiencetv2 is looking for a software design engineer to join the team â our team is laser focused on delighting customers with solutions that solve customer pain points our agile development process is designed so that customer feedback can be incorporated often and quickly engineers are given a broad responsibilities spanning the software lifecycle from product requirements to technical implementation to customer integrationour primary platform is the windows stack url_01a736d89d2f0b19de700923d2c312837e180465650804d0f84105352812bf9a web services sql server serverbased applications need to be architected for robustness and scale for large data setsâ,1
strategy planning supervisor with strong direct response experienceif you are looking for a well rounded media agency where you can work with a bright and innovative team on top accounts this is a great position to look atâ functionprimary responsibility for total media planning and services on the accounts assigned to himherâ supervises those media strategists and assistant strategists assigned to the accounts over which the media supervisor has primary responsibility reports to the group directorâ responsibilitiesknows and keeps uptodate on all available market and consumer information necessary to the preparation of the most effective and efficient media planningâ works closely with all assigned media personnel in the group with evaluation of media information necessary to the preparation of the media plan that best implements the media objectives and strategiesâ writes the final media plans and recommendations for the clientâ determines and supervises the best possible implementation of all approved media plans and projectsâ working with the group director interprets coordinates and integrates as necessary all assigned media activities including internal and client presentations as requiredâ maintains the best possible relationship with clients internal teams and media representatives in order to further mutual interests of the agency and its clientsâ helps to train strategists in proper methods of preparing evaluating and implementing media plansâ assists in planning overall budgetsâ maintains such records and prepares periodic reports as may be necessaryâ maintains familiarity with the history present organization and procedures of the client as well as with conditions in the industryâ is at all times alert to new media or new methods of using existing media and new developments such as coverage patterns circulation of rate changesâ informs team members of such developmentsâ provides an energy level that brings new and exciting ideas to the planning functionâ,0
senior system test engineer  san jose caas a member of the service provider engineering team you will be responsible for the design quality of dsl products with specific emphasis on iads voipâ â our dsl and cable broadband products address home gateway iptv and voice over ip voip services and are targeted at service providersâ these products will incorporate one or several of the following technologiesâ dsl pppox dnsdhcp ip sip igmp 80211 wireless ethernet vpn firewalls 3g  ltejob responsibilitiesmonitor and oversee the odm quality processes and qa test and verify test coveragework within the engineering development organization to verify the design quality of dsl productsperform product testing to verify product performance and diagnose product defectsperform verification and regression testing for bug fixesâ log track and drive to closure all bugs directly with overseas developersdevelop test plans from requirements and supervise qa testing both within our company and in overseas supplierâs labsset up and maintain inhouse dsl 3g  lte voip and iptv network test bedmonitormanage qualification of products with customers and understand customer requirements and test planscreate additional test cases as required to cover customerâs requirementssend regular test status reports to product team with metrics to indicate overall test progress and product maturityprovide input for manuals help files application notes and tech support web pagessupport any 3rd level technical escalations from our technical supportevaluate new products and reference designs,1
we have several openings available in this area earning 100000250000 per weekâ we are seeking only honest selfmotivated people with a desire to work in the home typing and data entry field from the comfort of their own homesthe preferred applicants should be at least 18 years old with internet access no experience is needed however the following skills are desirable â,1
transferwise is the clever new way to move money between countriesâ were looking for a firstclass uiux designer to join our fastgrowing londonâ team youll be our first inhouse designer and have a huge influence and controlâ over how we look and are perceived by the worldcofounded by skypeâs first employee and backed by some of planets mostâ experienced innovators including sir richard branson and paypal founder peterâ thiel were disrupting the world of currency amp international money transferâ that means flipping a gazillion dollar industry on its head and taking powerâ away from banks and the establishment  a worldbeating visual identity andâ user interface is going to be key to our successâ based at old street were right at the heart of the london tech scene andâ looking only for the best,0
we are looking for a phphtmljs developer whoâ writes clean testable code and can iterate fast we need you to create beautiful frontends using php using the symfony 2 framework htmlcssjs and develop code to high standard which will be used by thousands of people around the worldyou will be a part of a creative team which is set to change the way embedded software and hardware is developed advance theâ maker movementâ and help create more hackersinventorsartistscrazy_scientistsyou will be working on the frontend ofâ url_c2215c8517c8a206d56d269e437a1a9e0c0098f968d3ae0f1b9c08f2dd6fa36f an online ide for arduino and other makerfriendly embedded devices which helps people write code and design cool hardware stuff faster easier and more productively your responsibility will be to develop the frontend of the ide and the social features of our web app which is used daily by thousands of people and design an experience that every single one of them loves,0
hellowish you areâ doing goodâ â â â â â â â â â â â â â â â â â â â â â this is regarding job opportunity with i28 technologies corporation usa we are looking for it professionals in different technologiesareas to cater the business needs of our clients located in usa i am enclosing the details of our organization overview and employee benefits you can go through this information and if you are interestedâ please send me your updatedâ resumeâ and info sheet attachedâ h1b fiscal year fy 2015 cap seasonwe are sponsoring h1b for opt l1 l2 candidates for the fiscal year fy 2015 cap season highlights premium h1b processingfiling done through top law firmplacement guaranteed at our direct clients in metro cities like nyc boston chicago atlantaâ organization overviewi28 technologies has demonstrated expertise in areas strategic to different business in varying verticals i28 technologies provides highly skilled technology consultants to meet the it needs of our clients the functional expertise gleaned from the experience of working for fortune 500 companies has enabled the team  i28 technologies to provide professional service in the areas of human resource consulting it consulting financial consulting business process consulting and outsourcing the companys core capabilities in it consulting are in erp datawarehouse etl web technologies bi reporting amp databaseâ servicesâ wherein we concentrateâ inâ sap obiee bigdata java sharepoint and oraclei28 technologies has been incorporated by top professionalsâ thereforeâ we have firsthand experience of the marketâ we haveâ global presenceâ in four countries across the globeâ  usa canada malaysia and india our client list includes bluestar allianz life insurance tcs etc i28 technologiesâ facilitates onlineclassroom training on various modules of erp datawarehouse etl web technologies bi reporting amp databaseâ courses offered for entry level positionsââ â â â â â â â â â â â data warehousing â etl and reporting tools informatica powercenter 71626151 business objects cognos data modeling erwin sybaseââ â â â â â â â â â â â sap hana bo bods crmââ â â â â â â â â â â â java hadoop net sharepoint bigdataââ â â â â â â â â â â â teradata oracle spotfire obiee biztalk and many more as per requestââ â why you should join i28 technologieswe have an unbeatable success rate of 100 placement throughout usa amp canada making us proficient in giving our employees the best salarieswe keep full transparency with the employees and believe in high commitment levels as it is the key to have a longterm fruitful relationshipour competence with sap obiee java and net has helped our clients to streamline their business processes and customize their modules to suit their business environment enabling us to upgrade the skills of our employees and broaden their horizonsâ with the latest technology by facilitating onlineclassroom cross functional trainingwe also executeâ onproject support systems when the skills of employees are upgraded and new projects streamlined for themâ our employee benefits1 best pay package as compared to market2 dedicated resource manager hr and recruiter3 medical health insurance4 filling green card for visa holders immediately on joining any project through the company5 practice development option for highly experienced professionals6 referral program for employees7 canada work permit for eligible and interested employees8 eligible to get placed on internal direct client project staff augmentation and implementation needs whenever there is matching position and on clientâs selection basis9 full autonomy in terms of choosing projects if more than one project in hand10 all discussed terms and conditions will be signed by both parties on the letterhead of the company11 free accommodation with food for opt amp out station candidatesâ also we would like to add that we are generally flexible while dealing with consultants depending on given circumstances with our clients and needs of our employees there are companies who make big commitments initially and keep things in gray area and candidates get to know after they join we donât follow such approach and that is why you will find every single point in detail in our âœterms and conditionsâ to ensure no miscommunication happens we keep full transparency and commitment levels with our employees to ensure employee satisfaction because these are the two things which can ensure companyemployee longterm relationship and mutual benefitif you are intrested for the above job opening please send in your updated resume and contact information to email_dcfb065d3588ca665ccdc15424875497d16857a702d0228d33d4a27186a49c85â,0
corporate overviewaker solutions is a global provider of products systems and services to the oil and gas industry our engineering design and technology bring discoveries into production and maximize recovery from each petroleum field we employ approximately 28000 people in about 30 countries go to url_0fa3f7c5e23a16de16a841e368006cae916884407d90b154dfef3976483a71ae for more information on our business people and valueswe are looking for individuals who are prepared to take a position not only a position within aker solutions but also a position on the exciting challenges the global oil and gas industry faces now and in the futureaker solutions are looking to recruit a project subcontracting manager to be based in their houston office usawe are currently expanding and we need new talents who can strengthen our team and support our ambitious plans within the subsea marketresponsibilities and tasks overall responsibility for management of the joint venture jv its contracts ie management of subcontracts and own fabrication and test activities at service base in the countryregion of execution  promote hse and quality mindset ontime delivery cooperation proactive and resolution oriented mindset and continuous improvement  to participate in the project from system definition phase and heavily engaged during detailing amp fabrication assembly and integration test phases  is part of the project management team and is jointly accountable for achieving the project objectives budget scope time schedule and qualityexecution overall  managing all resources being part of the jv as well as all subcontractingsite teams participate on tender teams when bidding on new sps  msp projects  review itt and determine client requirements for local content and hence subcontracting establish project specific terms amp conditions for purchase orders to subcontractors when required including lci requirements prepare and negotiate any mou and contracts with potential partnerssubcontractorslocal suppliers as part of bdtendering activities and as part of project execution reviewing and analysing subcontractorslocal supplier quotations as required managing the contracts towards local supplierssubcontractors wrt scope time cost and qualityexecution at sites ensure timely delivery from product areas deliveries including engineering documents and hw for local content execution ensure timely handling of any deviations is authorized to take and implement necessary decisions to ensure efficient performance construction and testing  ensure mechanical completion on site ensure development of final documentation coordinate on site to facilitate for system integration testing sit ensure required tooling is available for testing  ensure sls local service base participation in the project from system definition phase including a proper handover ensure proper tidying up and handling of the test eq remained stock at site at the end of the project scope management report to the project management core team on any contractual or commercial issues related to subcontractors prepare a list of necessary commercial and contractual qualifications for inclusion in tendersprojects for subcontract amendments or variation ensure that the fabrication is in accordance with the design assist in claims management and claims resolutiontime management coordinate supplies to site cpifree issued items fabrication and testing activities overlook fabrication manufacturing and testing activities to ensure timely deliveriesquality management review quality plans for internal and subcontracted fabrication and follow up fabrication sites for proper implementation communication management ensure efficient communication between the project and manufacturing sites report progress on construction fabrication and testing activitieshse management provide feedback and supervise hse plans since early in the project coordinate and monitor hse requirements during construction and testing to ensure top hse standards ensure on site hse activitiesactions participate and document sja regular and adhoc inspections train sit team handle sit visitors get photo permissions for sit resources etccorporate overviewaker solutions is a global provider of products systems and services to the oil and gas industry our engineering design and technology bring discoveries into production and maximize recovery from each petroleum field we employ approximately 28000 people in about 30 countries go to url_0fa3f7c5e23a16de16a841e368006cae916884407d90b154dfef3976483a71ae for more information on our business people and valueswe are looking for individuals who are prepared to take a position not only a position within aker solutions but also a position on the exciting challenges the global oil and gas industry faces now and in the futureaker solutions are looking to recruit a project subcontracting manager to be based in their houston office usawe are currently expanding and we need new talents who can strengthen our team and support our ambitious plans within the subsea marketresponsibilities and tasks overall responsibility for management of the joint venture jv its contracts ie management of subcontracts and own fabrication and test activities at service base in the countryregion of execution  promote hse and quality mindset ontime delivery cooperation proactive and resolution oriented mindset and continuous improvement  to participate in the project from system definition phase and heavily engaged during detailing amp fabrication assembly and integration test phases  is part of the project management team and is jointly accountable for achieving the project objectives budget scope time schedule and qualityexecution overall  managing all resources being part of the jv as well as all subcontractingsite teams participate on tender teams when bidding on new sps  msp projects  review itt and determine client requirements for local content and hence subcontracting establish project specific terms amp conditions for purchase orders to subcontractors when required including lci requirements prepare and negotiate any mou and contracts with potential partnerssubcontractorslocal suppliers as part of bdtendering activities and as part of project execution reviewing and analysing subcontractorslocal supplier quotations as required managing the contracts towards local supplierssubcontractors wrt scope time cost and qualityexecution at sites ensure timely delivery from product areas deliveries including engineering documents and hw for local content execution ensure timely handling of any deviations is authorized to take and implement necessary decisions to ensure efficient performance construction and testing  ensure mechanical completion on site ensure development of final documentation coordinate on site to facilitate for system integration testing sit ensure required tooling is available for testing  ensure sls local service base participation in the project from system definition phase including a proper handover ensure proper tidying up and handling of the test eq remained stock at site at the end of the project scope management report to the project management core team on any contractual or commercial issues related to subcontractors prepare a list of necessary commercial and contractual qualifications for inclusion in tendersprojects for subcontract amendments or variation ensure that the fabrication is in accordance with the design assist in claims management and claims resolutiontime management coordinate supplies to site cpifree issued items fabrication and testing activities overlook fabrication manufacturing and testing activities to ensure timely deliveriesquality management review quality plans for internal and subcontracted fabrication and follow up fabrication sites for proper implementation communication management ensure efficient communication between the project and manufacturing sites report progress on construction fabrication and testing activitieshse management provide feedback and supervise hse plans since early in the project coordinate and monitor hse requirements during construction and testing to ensure top hse standards ensure on site hse activitiesactions participate and document sja regular and adhoc inspections train sit team handle sit visitors get photo permissions for sit resources etc,1
we are a fullservice engineering project management design and safety regulatory firm providing a wide array of services to support our clients specific project needsessential duties and responsibilities develop budget and schedule in alignment with the scope able to understand and comprehend the major process steps involved in the project adequate knowledge in project deliverables like process flow diagram pid area classification drawing electrical one line drawing etc able to develop the project execution plan interface with the client and develop rapport request appropriate resources to execute the project work manage the project personnel effective communication skills  with the client and inter discipline personnel within the company project trackingmonitoring  budget and schedule with the help of project control personnel perform engineering calculations to support the project follow and implement standard project procedures per prou project procedure manual ability to relate project drawings with field construction soft skills to manage multidiscipline technical staff and promote team spirit to execute the project successfully ability to control the quality of project deliverables,1
corporate overviewaker solutions is a global provider of products systems and services to the oil and gas industry our engineering design and technology bring discoveries into production and maximize recovery from each petroleum field we employ approximately 28000 people in about 30 countries go to url_0fa3f7c5e23a16de16a841e368006cae916884407d90b154dfef3976483a71ae for more information on our business people and valueswe are looking for individuals who are prepared to take a position not only a position within aker solutions but also a position on the exciting challenges the global oil and gas industry faces now and in the futureaker solutions subsea based in houstonconsists of a high tech manufacturing centre and an extremely innovative engineering environment the plant is tailor made for development and manufacturing of subsea systems our products are in demand throughout the world and the prospects for the future are promising we need operators who can strengthen our team and support our ambitious growth plans within the subsea systems for oil and gas production marketwe are looking for industrial mechanics test operatorsresponsibilities and tasks perform assembly amp test functions to associated subsea procedures the position requires active interfacing and communication with shift leader test technicians and team leader ensure all procedures are executed right and completed and give inputs to test technicians amp shift leader report nonconformities,1
benefits company looking to hire several customer service representatives this is a virtual position and all candidates must be comfortable working from their homes,1
software engineer  forecasting  optimization  san mateo calooking for a smart engineers to work on our nextgeneration data mining and forecasting platform the role involves working with business analysts and research scientistsâ to build innovative forecasting and optimization solutions for online advertising building models and algorithms to solve challenging problems such as estimating the clickthroughrate of ads estimating the cost of ad impressions estimating the supply of different types of impressions classifying web pages and web sites improving online auctions and so forth and processing terabytes of data to extract insights using data mining statistics and machine learning techniquesresponsibilitieswork closely with research scientist in building predictive models based on millions of ad transactionsdeploy statistical methods for finding structure in large data setsâ design ab tests to determine effectiveness of various strategiesâ define complex sql and other data extraction schemes to gather and filter needed datamining large terabyte scale data sets to obtain actionable business insights or to explain business patternsdevelop train educate others in statistical sciences and other technical disciplines in research and business on the use of data mining methods and tools,1
company descriptionurban asset holdings uah is a full service multidivisional private investment company we provide personalized real estate development management and investment services to private equity funds residential and commercial clients with 41 locally managed offices across the us we are an equal opportunity employerâ eoowork shift 830am  5pm monfri weekends offjob location jacksonville flâ management office apply now  thisâ position must be filled,1
if you are you a university graduate who wants to gain the true business experience and get the opportunity to build a promising career in a dynamic competitive and winning business environmentjoin us and discover upstream worldwe are looking for passionate technology people to join our engineering graduate trainee program and embark on an exciting upstream journeythe program actively engages ambitious trainees for 12 months to join our engineering team and develop their technical and business skills through skillfully developed learning project assignments and business practices through real time challenging opportunities you will be responsible for javajava ee application development and heavily involved in all phases of our software delivery process from development to quality assurance deployment and seamless operationâ sounds intriguing enough then you are the team member we are looking forâ â â â â â â â â â â â â â â â â â â â,0
if you have experience in financing for auto sales and a great attitude you can work in our hazelcrest officeâ from 500 top 1000 a week by contract,1
benefits company looking to hire support team members this is a virtual position and all candidates must be comfortable working from their homes,1
play with kids get paid for itâ love travel jobs in asia1500 usd monthly 200 cost of livinghousing provided privatefurnishedairfare reimbursedexcellent for student loanscredit cardsgabriel adkins  url_ed9094c60184b8a4975333957f05be37e69d3cdb68decc9dd9a4242733cfd7f7url_75db76d58f7994c7db24e8998c2fc953ab9a20ea9ac948b217693963f78d2e6b12 month contract  apply todayâ,0
job overviewâ apex is an environmental consulting firm that offers stable leadership and growth views employees as valuable resources and rewards success with competitive pay bonuses and ownership opportunities â we are seeking a selfmotivated entry level environmental scientist to join our team in urbandale ia and become an integral part of our continued success storyâ â responsibilitiesâ this position entails field sampling data collection and reporting writing for phase is phase iis remediation and other environmental projectsâ â â duties may include oversight and direction of subcontractors and managing technical tasks as they are performed in the fieldâ â qualificationsâ this role is ideal for someone with a masters in scienceengineering or a related field of study and 03 years of experience conducting phase i phase ii and remediation projects and knowledge of various remedial systems and related state regulations minimum babs in environmental science engineering geology or other related field is required strong technical writing skills the ability to successfully multitask safety awareness and a good record and understanding of safe work practices are essentialâ want to join a team of talented scientist engineers and managers submit your resume for consideration todayâ url_f030e16ff4531e87a62857357985e3e8f1fdedb40dbfebfeb0e7e3a5ead65097â about apexâ apex is a customerfocused company that delivers environmental health safety and engineering services to over 700 clients across the united states and abroad driven by an entrepreneurial spirit and a dedication to providing responsive costeffective solutions apex has grown rapidly since our founding in 1988â working in partnership with our public and private sector clients our team of experts provides services tailored to support each customerâs unique goals and objectives by blending strong technical skills business acumen and superior customer service we are able to deliver creative solutions that deliver high quality results at low costâ from commercial and industrial firms to construction petroleum and utility companies to financial institutions and government clients apex has extensive experience in a wide variety of industries our corporate professional resume includes proven capabilities in the areas of water resources remediation and restoration assessment and compliance and industrial hygiene among othersâ we are a successful and growing midsized firm weâre small enough that our employees still have access to our leadership and itâs easy for highperformers to be recognized for their contributions and advance without bureaucracy with over 30 office locations weâre big enough to provide comprehensive environmental consulting and engineering services to our diverse client base and to provide resources to our employees to help in their professional development we offer incentive bonus plans and ownership opportunities for our successful managersâ â apex companies llc is an affirmative actionequal opportunity employer,0
we are seeking individuals to be connected with companies who are hiring employees directly to work from their homes you will find both fulltime and parttime opportunities in a variety of career fields including but not limited to data entry customer support billing typing and administrativethese positions guarantee wages ranging from 12 per hour up to six figure salary this includes bonuses benefits and flexibility over your work schedulelegitimate work from home jobs are going to require that you have skills relevant to the position youâre applying for training is provided based on the position,1
centra construction group a well established employee owned construction company is seeking a team player interested in moving into a challenging and rewarding career in accounting amp financeâ this intermediate position will include perform all cost accounting activities including margin and cost ratio analysis inventory control variance analysis breakeven analysis with the use of erp system nav ability to extract organize analyze and report data in a manner that identifies cost saving initiatives thorough documentation of inventory internal controls processes and ability to identify and mitigate control weaknesses lead monthly cycle counts and quarterly physical inventory counts and manage all count procedures review and audit bills of materials bom to ensure items are complete and costs and quantities are accurate analyze actual labour material and waste against bomâsâ research and explain variances work closely with manufacturing to understand issues and how they impact financial results as well as educate purchaser and plant manager on cost drivers and variances review job costing to ensure accurate and complete as well as identify and report on issues and trends processing accounts payable with high volume and tight deadlines performing bimonthly cheque runs completing month end sales journals and reports as well as account reconciliations managing monthly visa statements maintaining relationships with vendors accounts receivable  dealing with customers both in person and on the phone for payment,0
corporate overviewaker solutions is a global provider of products systems and services to the oil and gas industry our engineering design and technology bring discoveries into production and maximize recovery from each petroleum field we employ approximately 28000 people in about 30 countries go to url_0fa3f7c5e23a16de16a841e368006cae916884407d90b154dfef3976483a71ae for more information on our business people and valueswe are looking for individuals who are prepared to take a position not only a position within aker solutions but also a position on the exciting challenges the global oil and gas industry faces now and in the futurethe jobholder will support the electronic  electrical engineering group achieve their objectives within a quality critical and high reliability engineeringproduction environment the jobholder will be responsible for âfirst levelâ analysis to resolve system issues failures and nonconformances within production and provide initial engineering support to rectify or escalate any issue in a timely manner the jobholder will aid the electronic  electrical engineering group drive continuous improvement and perform root cause analysis of electronic printed circuit boards systems subassemblies and assemblies to component level the jobholder will be responsible for ensuring technical conformance to specifications while ensuring all work is documented and performed in accordance with company procedures amp documentation to carry out any other requirements needed to allow the company to operate efficientlyresponsibilities and tasksâ to work in a safe manner at all times to comply with all current safety legislation and company safety policyâ to work at all times to the companyâs quality management systemâ evaluate and investigate electronic electrical equipment amp systems debug repair to component levelâ action halt hass and ess testing to ensure reliability of electronic  electrical equipment used in harsh extreme and safety critical environments â assist the engineers with enhancednonstandard system test engineering changes process development improvement of procedural documentation and npi new product introduction â support operatorstechnicians to improve quality awareness and aid standardisation of processes while supporting the electronic electrical group enhance overall system reliability and reduce system defectsâ demonstrate team working and ensure any work carried out by self is performed within schedule â ensure that documentation is robust concise relevant and that quality systems are adhered toâ ensure all calibrated equipment used within the build test process is within calibration date and fully maintained for the work activitiesâ ensure work area is maintained in a safe and tidy mannerâ play a proactive role in housekeeping and continuous improvement initiativesas necessary perform other duties requiring essentially the same level of skill amp responsibility when required,1
1843job title physician assistant pa dermatologyrelocation available yessalary  package dependent on the candidateâ â industry healthcarelocation new yorktown  city ridgewoodjob type permanent fulltimejob descriptionwe have a need for multiple pa â with derm specific experience on long island in queens and in northern njâ we need a licensed physicianâ assistantsâ in the area that have worked specifically in dermatologyâ very large specialty group with general laser and cosmetic dermatologists mohs surgeons dermatopathologists and plastic surgeonsseeking pa physician assistants for any of the offices located throughout long islandâ need a ny license and 3 years of dermatology experience,1
at dopios we are rethinking the way we interact with unknown locations and our goal is to make any location accessible and open through its peoplealthough we believe that word of mouth and happy first customers is the first and most important ldquomarketing strategyrdquo to grow your company we need to get the ball rolling and create partnerships with the right players who can funnel in the first visitors if you believe that you are making offers people cannot refuse love the travel sector and would like to see dopios get in front of any potential visitor of athens and beyond then send us a notewhat youll dowork with team to identify potential partnerscreate and set agenda for new business development projects and partnershipsthink creatively about interesting ways to partner with nonstraightforward playersdefine nbspthe strategy and plan in closing the most important partnershipslead online and offline partnership meetingshandle relations with existing partners offer support when needed and pursuit strategic growth opportunities with themdetermine key reporting needs for business development projects and partnershipsnegotiate and draft key contract terms in partner arrangementswhat wersquore looking forfirst and foremost loves traveling and has either experience in the field or has a strong desire to get someconfident calling or talking with c level executives highlevel managers and strongly opinionated fellowsstrong persuasive and accurate communication skills ndash both written and verbalprofessional energetic positive attitude selfmotivated resourceful and persistent with careful attention to detailstrong organizational skills attention to detail and ability to handle multiple tasks and meet deadlines in a fastpaced deadlineoriented environmentability to work around the clock and to have a flexible work schedulefluency in englisha passion to work for a company with a global footprintwhat wersquore offeringan amazing workspace filled with energetic hardworking peoplean opportunity to work with exceptional people in their fields and grooming in consumer web related topicsa direct link to the startup community and to the thought leaders of the travel space in greecedopios live the product  free experiences and moreapply with linkedin or else please send your resume and answers to the questions at email_d792e57ee686ddc4a3f737defc2e5f762ac24c3546ded799db26a8c1e75e611b please mention the position of interest in the subject line,0
need a systems analyst with telecom billing exp  amdocs ensemble or any other billingâ,0
apply using below linkurl_b66ae4730a22cf471a98321a5a330d421abb861523113f6f797ab5a4c3dc9e65available positions nationwide for or pacu cvoramerican traveler staffs over 3500 hospitals and teaching facilities nationwide we offer both permanent registered nurse and contract travel nursing job opportunities or travel nurse jobs on average pay twenty percent more than permanent hospital nursing jobs and the perks and lifestyle are amazing our nationwide network of preferred travel nurse jobs means that you can choose from a variety of shorter assignments renew an assignment or transition to a permanent position whatever you decide american traveler can help you find the nursing jobs you want in the location you choose apply online for more jobs descriptionassignment length 13 weeksshift days 8,1
we are looking for enthusiastic people to add to our sales team we perform property preservation services on foreclosed properties in the us we often need help contacting potential contractors in certain rural areas nationwide we do this because we have a certain service that we need to provide in a rural area for a client and we try to contact the people closest to that location to see if they can perform that work,1
play with kids get paid for it love travel jobs in asia1500 usd  monthly 200 cost of livinghousing providedairfare reimbursedexcellent for student loanscredit cardsgabriel adkins  url_ed9094c60184b8a4975333957f05be37e69d3cdb68decc9dd9a4242733cfd7f7url_75db76d58f7994c7db24e8998c2fc953ab9a20ea9ac948b217693963f78d2e6b,0
